source identifier	source name	target prefix	target identifier	target name	confidence
orphanet.ordo:315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	mondo	mondo:0017840	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	0.72
mesh:D008585	Meningitis, Meningococcal	orphanet.ordo	orphanet.ordo:33475	Meningococcal meningitis	0.6
ncit:C3946	Nevus Comedonicus	orphanet.ordo	orphanet.ordo:64754	Nevus comedonicus syndrome	0.66
mondo:0016933	partial trisomy/tetrasomy of the short arm of chromosome 12	orphanet.ordo	orphanet.ordo:262658	Partial duplication/triplication of the short arm of chromosome 12 syndrome	0.53
efo:0007239	dirofilariasis	orphanet.ordo	orphanet.ordo:166291	Dirofilariasis	0.81
mondo:0015995	melorheostosis with osteopoikilosis	orphanet.ordo	orphanet.ordo:1879	Melorheostosis with osteopoikilosis	0.59
orphanet.ordo:268936	Isolated arhinencephaly	mondo	mondo:0968959	isolated arhinencephaly	0.77
orphanet.ordo:99657	Primary dystonia, DYT2 type	mondo	mondo:0009141	torsion dystonia 2	0.57
mondo:0015461	short rib-polydactyly syndrome	orphanet.ordo	orphanet.ordo:1505	Short rib-polydactyly syndrome	0.84
orphanet.ordo:2912	Poliomyelitis	mesh	mesh:D011051	Poliomyelitis	0.74
orphanet.ordo:390	Histoplasmosis	mondo	mondo:0018312	histoplasmosis	0.75
orphanet.ordo:99905	Streptobacillary rat-bite fever	doid	doid:13238	Haverhill fever	0.6
mondo:0010165	ulna hypoplasia-intellectual disability syndrome	orphanet.ordo	orphanet.ordo:2249	Ulna hypoplasia-intellectual disability syndrome	0.88
mesh:D002862	Chromoblastomycosis	orphanet.ordo	orphanet.ordo:182	Chromomycosis	0.76
mondo:0958106	congenital insensitivity to pain syndrome, Marsili type	orphanet.ordo	orphanet.ordo:653728	Congenital insensitivity to pain syndrome, Marsili type	0.79
mondo:0800030	gastrointestinal defects and immunodeficiency syndrome 1	orphanet.ordo	orphanet.ordo:436252	Combined immunodeficiency-enteropathy spectrum	0.6
mondo:0016011	fetal alcohol syndrome	orphanet.ordo	orphanet.ordo:1915	Fetal alcohol syndrome	0.58
doid:0070604	autosomal dominant nonsyndromic deafness 84	mondo	mondo:0030724	hearing loss, autosomal dominant 84	0.84
ncit:C3095	Hepatitis	doid	doid:2237	hepatitis	0.8
orphanet.ordo:442582	AH amyloidosis	mondo	mondo:0018613	AH amyloidosis	0.77
orphanet.ordo:97340	Hunter-McAlpine syndrome	mondo	mondo:0011065	Hunter-McAlpine craniosynostosis	0.76
omim.ps:212750	Celiac disease	ncit	ncit:C26714	Celiac Disease	0.7
orphanet.ordo:3412	VACTERL with hydrocephalus	mondo	mondo:0010172	VACTERL with hydrocephalus	0.86
doid:10892	hypospadias	omim.ps	omim.ps:300633	Hypospadias	0.7
orphanet.ordo:398058	Squamous cell carcinoma of the penis	doid	doid:5518	penis squamous cell carcinoma	0.72
mondo:0017925	T-cell immunodeficiency with epidermodysplasia verruciformis	orphanet.ordo	orphanet.ordo:324294	T-cell immunodeficiency with epidermodysplasia verruciformis	0.97
orphanet.ordo:202	Crandall syndrome	mondo	mondo:0016067	Crandall syndrome	0.78
mondo:0015344	idiopathic acute transverse myelitis	orphanet.ordo	orphanet.ordo:139423	Idiopathic acute transverse myelitis	0.72
mondo:0017105	glioependymal/ependymal cyst	orphanet.ordo	orphanet.ordo:269197	Glioependymal/ependymal cyst	0.77
mondo:0007988	autosomal dominant primary microcephaly	orphanet.ordo	orphanet.ordo:2514	Autosomal dominant primary microcephaly	0.82
orphanet.ordo:2494	Ménétrier disease	ncit	ncit:C67277	Giant Hypertrophic Gastritis	0.79
mondo:0020490	mosaic trisomy 9	orphanet.ordo	orphanet.ordo:99776	Mosaic trisomy 9 syndrome	0.62
mondo:0002072	melanotic neuroectodermal tumor	efo	efo:1001038	melanotic neuroectodermal tumor	0.92
doid:0050870	pulmonary adenocarcinoma in situ	ncit	ncit:C136486	Lung Adenocarcinoma In Situ	0.73
ncit:C27613	Non-Neoplastic Reproductive System Disorder	efo	efo:0000512	reproductive system disease	0.58
mondo:0008645	ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome	orphanet.ordo	orphanet.ordo:3201	Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome	0.91
orphanet.ordo:79139	Japanese encephalitis	doid	doid:10844	Japanese encephalitis	0.76
orphanet.ordo:3453	Autoimmune polyendocrinopathy type 1	mondo	mondo:0009411	autoimmune polyendocrine syndrome type 1	0.79
mondo:0013359	familial hyperaldosteronism type III	orphanet.ordo	orphanet.ordo:251274	Familial hyperaldosteronism type III	0.85
orphanet.ordo:370091	Oculocutaneous albinism type 5	mondo	mondo:0014127	oculocutaneous albinism type 5	0.75
orphanet.ordo:96092	8p inverted duplication/deletion syndrome	mondo	mondo:0019876	8p inverted duplication/deletion syndrome	0.82
mondo:8000006	WHIM syndrome 1	orphanet.ordo	orphanet.ordo:51636	WHIM syndrome	0.85
mondo:0007351	coloboma of macula	orphanet.ordo	orphanet.ordo:98945	Coloboma of macula	0.74
mondo:0859761	SLC12A2-related autosomal recessive neonatal-developmental delay-intellectual disability-feeding difficulty-sensorineural deafness syndrome	orphanet.ordo	orphanet.ordo:633021	SLC12A2-related autosomal recessive neonatal-developmental delay-intellectual disability-feeding difficulty-sensorineural deafness syndrome	0.73
ncit:C4664	T-Cell Large Granular Lymphocyte Leukemia	orphanet.ordo	orphanet.ordo:86872	T-cell large granular lymphocyte leukemia	0.85
mondo:0009007	Jalili syndrome	orphanet.ordo	orphanet.ordo:1873	Jalili syndrome	0.68
mondo:0017861	ethylene glycol poisoning	orphanet.ordo	orphanet.ordo:31826	Ethylene glycol poisoning	0.79
orphanet.ordo:230	Dopamine beta-hydroxylase deficiency	mondo	mondo:0009123	orthostatic hypotension 1	0.75
mondo:0043143	microphthalmia microtia fetal akinesia	orphanet.ordo	orphanet.ordo:2547	Microphthalmia-microtia-fetal akinesia syndrome	0.66
mondo:0017250	congenital pulmonary airway malformation type 2	orphanet.ordo	orphanet.ordo:280840	Congenital pulmonary airway malformation type 2	0.83
mesh:D010237	Paragonimiasis	ncit	ncit:C84995	Paragonimiasis	0.82
mondo:0009524	intellectual disability-spasticity-ectrodactyly syndrome	orphanet.ordo	orphanet.ordo:1891	Intellectual disability-spasticity-ectrodactyly syndrome	0.65
mondo:0014857	neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	orphanet.ordo	orphanet.ordo:494344	RERE-related neurodevelopmental syndrome	0.56
orphanet.ordo:225123	TFR2-related hemochromatosis	mondo	mondo:0011417	hemochromatosis type 3	0.8
efo:1000213	Cystic Nephroma	mondo	mondo:0002385	benign cystic nephroma	0.91
orphanet.ordo:798	Schinzel-Giedion syndrome	mondo	mondo:0010010	Schinzel-Giedion syndrome	0.75
orphanet.ordo:95432	Primary progressive aphasia	mesh	mesh:D018888	Aphasia, Primary Progressive	0.77
orphanet.ordo:83483	La Crosse encephalitis	mesh	mesh:D004670	Encephalitis, California	0.53
orphanet.ordo:357332	Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome	mondo	mondo:0014069	syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome	0.98
mondo:0018843	embryonal carcinoma of the central nervous system	orphanet.ordo	orphanet.ordo:48736	Embryonal carcinoma of the central nervous system	0.72
orphanet.ordo:490	Omphalomesenteric cyst	mondo	mondo:0018847	omphalomesenteric cyst	0.77
mondo:0011838	Bothnia retinal dystrophy	orphanet.ordo	orphanet.ordo:85128	Bothnia retinal dystrophy	0.75
orphanet.ordo:221139	Combined immunodeficiency with facio-oculo-skeletal anomalies	mondo	mondo:0013226	combined immunodeficiency with faciooculoskeletal anomalies	0.54
orphanet.ordo:252018	Teratoma of the central nervous system	ncit	ncit:C5441	Central Nervous System Teratoma	0.51
orphanet.ordo:171889	Myopathy with hexagonally cross-linked tubular arrays	mondo	mondo:0015755	myopathy with hexagonally cross-linked tubular arrays	0.82
orphanet.ordo:98274	Myeloproliferative neoplasm	mondo	mondo:0020076	myeloproliferative neoplasm	0.82
orphanet.ordo:1913	Fetal trimethadione syndrome	mondo	mondo:0016009	fetal trimethadione syndrome	0.87
mondo:0010164	phocomelia, Schinzel type	orphanet.ordo	orphanet.ordo:2879	Phocomelia, Schinzel type	0.64
orphanet.ordo:99701	Mesial temporal lobe epilepsy with hippocampal sclerosis	mondo	mondo:0020476	mesial temporal lobe epilepsy with hippocampal sclerosis	0.8
orphanet.ordo:50944	Schöpf-Schulz-Passarge syndrome	mondo	mondo:0009145	SchC6pf-Schulz-Passarge syndrome	0.54
orphanet.ordo:97279	Insulinoma	doid	doid:3892	insulinoma	0.74
mondo:0017213	postorgasmic illness syndrome	orphanet.ordo	orphanet.ordo:279947	Postorgasmic illness syndrome	0.77
mondo:0019408	Astley-Kendall dysplasia	orphanet.ordo	orphanet.ordo:85175	Astley-Kendall dysplasia	0.79
mondo:0014273	microcephaly-thin corpus callosum-intellectual disability syndrome	orphanet.ordo	orphanet.ordo:397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	0.68
mondo:0007671	fibronectin glomerulopathy	orphanet.ordo	orphanet.ordo:84090	Fibronectin glomerulopathy	0.86
mondo:0017614	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	orphanet.ordo	orphanet.ordo:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	0.85
orphanet.ordo:92	Juvenile idiopathic arthritis	mondo	mondo:0011429	juvenile idiopathic arthritis	0.56
mondo:0007295	self-limited epilepsy with centrotemporal spikes	orphanet.ordo	orphanet.ordo:1945	Self-limited epilepsy with centrotemporal spikes	0.84
mondo:0005033	ganglioneuroma	orphanet.ordo	orphanet.ordo:251992	Ganglioneuroma	0.73
mondo:0007316	Chiari malformation type I	orphanet.ordo	orphanet.ordo:268882	Arnold-Chiari malformation type I	0.85
mesh:D006509	Hepatitis B	ncit	ncit:C3097	Hepatitis B Infection	0.84
mesh:D013969	Thyroiditis, Suppurative	ncit	ncit:C129724	Acute Suppurative Thyroiditis	0.6
orphanet.ordo:363314	Genetic intestinal polyposis	efo	efo:0700080	hereditary intestinal polyposis	0.83
mesh:D012373	Rocky Mountain Spotted Fever	orphanet.ordo	orphanet.ordo:83311	Rocky Mountain spotted fever	0.64
orphanet.ordo:79382	Subcutaneous tissue disease	mondo	mondo:0019296	subcutaneous tissue disorder	0.6
orphanet.ordo:424065	Solid pseudopapillary carcinoma of pancreas	mondo	mondo:0018525	solid pseudopapillary carcinoma of pancreas	0.84
orphanet.ordo:320375	Autosomal recessive spastic paraplegia type 55	mondo	mondo:0014020	hereditary spastic paraplegia 55	0.86
mondo:0019737	thrombotic microangiopathy	orphanet.ordo	orphanet.ordo:93573	Thrombotic microangiopathy	0.73
mesh:D020096	Zygomycosis	ncit	ncit:C77212	Zygomycosis	0.68
mondo:0008886	Sabinas brittle hair syndrome	orphanet.ordo	orphanet.ordo:3123	Brittle hair syndrome, Sabinas type	0.84
mondo:0018274	GM3 synthase deficiency	orphanet.ordo	orphanet.ordo:370933	GM3 synthase deficiency	0.62
mondo:0010638	keratosis follicularis-dwarfism-cerebral atrophy syndrome	orphanet.ordo	orphanet.ordo:2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome	0.93
orphanet.ordo:436159	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	mondo	mondo:0014493	autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency	0.55
mondo:0015265	bronchiolitis obliterans syndrome	ncit	ncit:C62580	Bronchiolitis Obliterans	0.85
orphanet.ordo:844	Lown-Ganong-Levine syndrome	mondo	mondo:0007174	Lown-Ganong-Levine syndrome	0.63
mondo:0014058	facial dysmorphism-immunodeficiency-livedo-short stature syndrome	orphanet.ordo	orphanet.ordo:352712	Facial dysmorphism-immunodeficiency-livedo-short stature syndrome	0.89
mondo:0017658	hyperekplexia	orphanet.ordo	orphanet.ordo:306773	Hyperekplexia	0.86
mondo:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	orphanet.ordo	orphanet.ordo:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	0.89
orphanet.ordo:86855	Plasmacytoma	ncit	ncit:C9349	Plasmacytoma	0.73
orphanet.ordo:2760	OSLAM syndrome	mondo	mondo:0008139	OSLAM syndrome	0.61
mondo:0100344	Bartter disease type 1	orphanet.ordo	orphanet.ordo:620217	Bartter syndrome type 1	0.83
mondo:0014342	female infertility due to zona pellucida defect	orphanet.ordo	orphanet.ordo:404466	Female infertility due to zona pellucida defect	0.67
mondo:0011335	spondyloepimetaphyseal dysplasia with multiple dislocations	orphanet.ordo	orphanet.ordo:93360	Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type	0.8
orphanet.ordo:2983	Difference of sex development-intellectual disability syndrome	mondo	mondo:0010824	disorder of sex development-intellectual disability syndrome	0.63
efo:1000925	epithelioid and spindle cell nevus	mondo	mondo:0006749	mixed epithelioid and spindle cell melanoma	1.05
mondo:0019079	proximal spinal muscular atrophy	orphanet.ordo	orphanet.ordo:70	Proximal spinal muscular atrophy	0.53
efo:1000589	Thyroid Gland Mixed Medullary and Follicular Cell Carcinoma	mondo	mondo:0971035	thyroid gland mixed medullary and follicular cell-derived carcinoma	0.83
mondo:0011244	Marshall-Smith syndrome	orphanet.ordo	orphanet.ordo:561	Marshall-Smith syndrome	0.61
mondo:0017362	neuralgic amyotrophy	orphanet.ordo	orphanet.ordo:2901	Neuralgic amyotrophy	0.58
orphanet.ordo:2013	Cleft palate-large ears-small head syndrome	mondo	mondo:0008402	cleft palate-large ears-small head syndrome	0.79
mondo:0018307	neurodegeneration with brain iron accumulation	orphanet.ordo	orphanet.ordo:385	Neurodegeneration with brain iron accumulation	0.84
orphanet.ordo:98259	Childhood-onset epilepsy syndrome	mondo	mondo:0020072	childhood-onset epilepsy syndrome	0.77
mondo:0009372	encephalopathy due to hydroxykynureninuria	orphanet.ordo	orphanet.ordo:79155	Hydroxykynureninuria	0.57
orphanet.ordo:2822	Autosomal recessive spastic paraplegia type 11	mondo	mondo:0011445	hereditary spastic paraplegia 11	0.71
mondo:0011783	ALG12-congenital disorder of glycosylation	orphanet.ordo	orphanet.ordo:79324	ALG12-CDG	0.65
orphanet.ordo:357008	Hemolytic uremic syndrome with DGKE deficiency	mondo	mondo:0018159	atypical hemolytic-uremic syndrome with DGKE deficiency	0.62
orphanet.ordo:227535	Hereditary breast cancer	ncit	ncit:C4503	Hereditary Breast Carcinoma	0.75
orphanet.ordo:3051	Nicolaides-Baraitser syndrome	mondo	mondo:0011053	intellectual disability-sparse hair-brachydactyly syndrome	0.59
ncit:C84496	Peripheral Artery Disease	doid	doid:0050830	peripheral artery disease	0.95
orphanet.ordo:79357	Hereditary palmoplantar keratoderma	mondo	mondo:0019272	hereditary palmoplantar keratoderma	0.91
orphanet.ordo:79224	Disorder of purine or pyrimidine metabolism	mondo	mondo:0019254	inborn disorder of purine or pyrimidine metabolism	0.73
ncit:C84392	Mental Retardation	mondo	mondo:0001071	intellectual disability	0.81
orphanet.ordo:2026	Gingival fibromatosis-hypertrichosis syndrome	mondo	mondo:0007610	gingival fibromatosis-hypertrichosis syndrome	0.59
orphanet.ordo:466775	Autosomal recessive Charcot-Marie-Tooth disease type 2X	mondo	mondo:0014726	Charcot-Marie-Tooth disease axonal type 2X	0.85
mondo:0014764	spastic paraplegia-severe developmental delay-epilepsy syndrome	orphanet.ordo	orphanet.ordo:464282	Spastic paraplegia-severe developmental delay-epilepsy syndrome	0.54
mondo:0017453	fetal parvovirus syndrome	orphanet.ordo	orphanet.ordo:295	Fetal parvovirus syndrome	0.63
orphanet.ordo:314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	mondo	mondo:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	0.93
doid:5569	malignant syringoma	ncit	ncit:C7581	Microcystic Adnexal Carcinoma	0.68
mondo:0014306	vasculitis due to ADA2 deficiency	orphanet.ordo	orphanet.ordo:404553	Adenosine deaminase 2 deficiency	0.6
orphanet.ordo:2177	Hydranencephaly	mondo	mondo:0016344	hydranencephaly	0.75
mondo:0017564	macrodactyly of fingers, unilateral	orphanet.ordo	orphanet.ordo:295239	Macrodactyly of fingers, unilateral	0.75
ncit:C34953	Protozoal Infection	mesh	mesh:D011528	Protozoan Infections	0.79
ncit:C4853	Stage 0 Rectal Cancer AJCC v6 and v7	doid	doid:9174	rectum carcinoma in situ	0.64
mondo:0015626	Charcot-Marie-Tooth disease	orphanet.ordo	orphanet.ordo:166	Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy	0.78
orphanet.ordo:69	Amyloidosis	efo	efo:1001875	amyloidosis	0.71
omim.ps:253310	Lethal congenital contracture syndrome	orphanet.ordo	orphanet.ordo:294965	Lethal congenital contracture syndrome	0.7
mondo:0958260	dysraphic spinal cord lipoma	orphanet.ordo	orphanet.ordo:645273	Dysraphic spinal cord lipoma	0.78
orphanet.ordo:724	Idiopathic acute eosinophilic pneumonia	mondo	mondo:0019122	idiopathic acute eosinophilic pneumonia	0.62
mondo:0851103	Bartholin's gland disease	efo	efo:0009469	Bartholin gland disease	1.08
mondo:0009857	persistent Mullerian duct syndrome	orphanet.ordo	orphanet.ordo:2856	Persistent Müllerian duct syndrome	0.91
mondo:0957443	autosomal recessive ataxia due to PEX2 deficiency	orphanet.ordo	orphanet.ordo:642965	Autosomal recessive ataxia due to PEX2 deficiency	0.76
efo:0007292	Guillain-Barre syndrome	orphanet.ordo	orphanet.ordo:2103	Guillain-Barré syndrome	0.58
orphanet.ordo:674930	Perifoveal exudative vascular anomalous complex	mondo	mondo:0971124	perifoveal exudative vascular anomalous complex	0.75
orphanet.ordo:166084	Von Willebrand disease type 2A	mondo	mondo:0015628	von Willebrand disease type 2A	0.81
orphanet.ordo:401869	Multiple mitochondrial dysfunctions syndrome type 1	mondo	mondo:0011582	multiple mitochondrial dysfunctions syndrome 1	0.87
mondo:0007846	KBG syndrome	orphanet.ordo	orphanet.ordo:2332	KBG syndrome	0.59
ncit:C34682	Congo-Crimean Hemorrhagic Fever	mesh	mesh:D006479	Hemorrhagic Fever, Crimean	0.94
mondo:0012735	Temple-Baraitser syndrome	orphanet.ordo	orphanet.ordo:420561	Temple-Baraitser syndrome	0.56
orphanet.ordo:276161	Multiple endocrine neoplasia	mondo	mondo:0017169	multiple endocrine neoplasia	0.63
orphanet.ordo:1215	Autosomal dominant optic atrophy plus syndrome	mondo	mondo:0014720	autosomal dominant optic atrophy plus syndrome	0.54
orphanet.ordo:1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency	mondo	mondo:0016002	Ehlers-Danlos syndrome, kyphoscoliotic type 1	0.52
mondo:0019264	alpha-N-acetylgalactosaminidase deficiency type 3	orphanet.ordo	orphanet.ordo:79281	Alpha-N-acetylgalactosaminidase deficiency type 3	0.82
orphanet.ordo:33110	Autosomal agammaglobulinemia	mondo	mondo:0011096	autosomal agammaglobulinemia	0.72
orphanet.ordo:93398	Genochondromatosis type 2	mondo	mondo:0019680	genochondromatosis type 2	0.76
orphanet.ordo:79	Congenital alpha2-antiplasmin deficiency	mondo	mondo:0009883	alpha-2-plasmin inhibitor deficiency	0.76
mondo:0018146	idiopathic macular telangiectasia type 1	orphanet.ordo	orphanet.ordo:353344	Idiopathic macular telangiectasia type 1	0.77
orphanet.ordo:1897	EEM syndrome	mondo	mondo:0009155	EEM syndrome	0.85
orphanet.ordo:101958	Primary adrenal insufficiency	mondo	mondo:0015128	primary adrenal insufficiency	0.83
orphanet.ordo:295227	Congenital elbow dislocation, bilateral	mondo	mondo:0017559	congenital elbow dislocation, bilateral	0.75
mesh:D014390	Tuberculosis, Meningeal	ncit	ncit:C84888	Meningeal Tuberculosis	0.86
mondo:0019462	splenic marginal zone lymphoma	orphanet.ordo	orphanet.ordo:86854	Splenic marginal zone lymphoma	0.83
orphanet.ordo:69723	Tyrosinemia type 3	mondo	mondo:0010162	tyrosinemia type III	0.56
orphanet.ordo:466921	Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome	mondo	mondo:0018759	childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome	0.75
