source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
ncbitaxon	ncbitaxon:11320	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1892948726	Influenza A virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
ncbitaxon	ncbitaxon:142786	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2128882598	Norovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncbitaxon	ncbitaxon:291484	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:145341346	Hepatitis E virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
doid	doid:1495	cystic echinococcosis	skos:exactMatch	ncbitaxon	ncbitaxon:6210	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
chr	chr:9606-chr14q32.2	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1354672399	14q32.2qter duplication	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
mondo	mondo:0008108	oculocerebrocutaneous syndrome	skos:exactMatch	pato	pato:0000057	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.47
ncbitaxon	ncbitaxon:1319	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1997317917	Streptococcus	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:12637	NO_NAME_FOUND	skos:exactMatch	efo	efo:0005547	dengue disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.58
omim.ps	omim.ps:169500	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0976138	leukodystrophy, demyelinating, adult-onset	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
nbo	nbo:0000010	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D043762	Reproductive Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
orphanet	orphanet:284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion	skos:exactMatch	chr	chr:9606-chr10p11.21-p12.31	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:875870001	Pasteurella multocida	skos:exactMatch	ncbitaxon	ncbitaxon:747	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:481	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001377	Neisseriaceae Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:561	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1435433976	Escherichia	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:92042025	Bartonella quintana	skos:exactMatch	ncbitaxon	ncbitaxon:803	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:2023517537	Tropheryma	skos:exactMatch	ncbitaxon	ncbitaxon:2038	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1618741792	Clostridium tetani	skos:exactMatch	ncbitaxon	ncbitaxon:1513	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
nbo	nbo:0000160	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D000094362	Sleep Duration	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncbitaxon	ncbitaxon:803	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:92042025	Bartonella quintana	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:920096014	Leucocytes	skos:exactMatch	cl	cl:0000738	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
icd11	icd11:1527363560	Shigella boydii	skos:exactMatch	ncbitaxon	ncbitaxon:621	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:816	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1879790283	Bacteroides	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:573	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:967742069	Klebsiella pneumoniae	semapv:SemanticSimilarityThresholdMatching	logmap	0.91
ncbitaxon	ncbitaxon:35793	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1954936630	Rickettsia sibirica	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:6281	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1119585695	Onchocerca	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:501248166	Tropheryma whipplei	skos:exactMatch	ncbitaxon	ncbitaxon:2039	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:385038480	Toxoplasma gondii	skos:exactMatch	ncbitaxon	ncbitaxon:5811	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1069182691	Biological sex	skos:exactMatch	pato	pato:0000047	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1838183743	Cyclospora cayetanensis	skos:exactMatch	ncbitaxon	ncbitaxon:88456	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1605810390	Old dislocation	skos:exactMatch	pato	pato:0001852	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:534689123	Brucella suis	skos:exactMatch	ncbitaxon	ncbitaxon:29461	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:2139816011	Methylmalonic aciduria	skos:exactMatch	omim.ps	omim.ps:251000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
mesh	mesh:D009048	Motor Skills	skos:exactMatch	nbo	nbo:0000339	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.32
mondo	mondo:0008711	Goodman syndrome	skos:exactMatch	ncbigene	ncbigene:484357	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:5207	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1930500841	Cryptococcus neoformans	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:90339	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:939783218	Rhinosporidium seeberi	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncbitaxon	ncbitaxon:11084	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1480039041	Tick-borne encephalitis virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0000389	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:786106375	Acute	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1925624032	Salmonella Give	skos:exactMatch	ncbitaxon	ncbitaxon:590	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:2013137163	Echinococcus	skos:exactMatch	ncbitaxon	ncbitaxon:6209	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:2103110793	Isospora belli	skos:exactMatch	ncbitaxon	ncbitaxon:482538	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:708993141	ACTH-independent macronodular adrenal hyperplasia	skos:exactMatch	omim.ps	omim.ps:219080	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
mf	mf:0000017	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:69327534	Consciousness	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:459083633	Actinomyces israelii	skos:exactMatch	ncbitaxon	ncbitaxon:1659	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1638858328	Obsessions	skos:exactMatch	mfomd	mfomd:0000109	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:523680933	Neuron	skos:exactMatch	cl	cl:0000540	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncit	ncit:C128377	Tuberculosis Infection	skos:exactMatch	ncbitaxon	ncbitaxon:1773	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
mondo	mondo:0008898	camptodactyly syndrome, Guadalajara type 1	skos:exactMatch	ncbigene	ncbigene:395866	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
envo	envo:01001548	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2104676964	Other effects of reduced temperature	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
orphanet	orphanet:199318	15q13.3 microdeletion syndrome	skos:exactMatch	chr	chr:9606-chr15q13.3	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:42230	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:127490582	Mansonella	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:2085448427	Blastomyces dermatitidis	skos:exactMatch	ncbitaxon	ncbitaxon:5039	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:136239205	Motor Neuron	skos:exactMatch	cl	cl:0000100	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncit	ncit:C34463	Chlamydial Infection	skos:exactMatch	ncbitaxon	ncbitaxon:810	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:1442627494	Rhadinovirus	skos:exactMatch	ncbitaxon	ncbitaxon:10379	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
mondo	mondo:0002012	methylmalonic acidemia	skos:exactMatch	omim.ps	omim.ps:251000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:509021347	Bordetella	skos:exactMatch	ncbitaxon	ncbitaxon:517	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
ncbitaxon	ncbitaxon:63417	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:62211628	Trichophyton verrucosum	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:684910879	Animals	skos:exactMatch	foodon	foodon:00003004	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:11089	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2087943811	Yellow fever virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:979278646	Mycobacterial diseases	skos:exactMatch	ncbitaxon	ncbitaxon:85007	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:10566	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:871564532	Human papillomavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1864884632	Sporothrix	skos:exactMatch	ncbitaxon	ncbitaxon:29907	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0000299	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2048203604	Mobility	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ncbitaxon	ncbitaxon:11020	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:56696690	Barmah Forest virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:918383573	Schistosoma intercalatum	skos:exactMatch	ncbitaxon	ncbitaxon:6187	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
cl	cl:0000540	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:523680933	Neuron	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:646250592	Flavivirus	skos:exactMatch	ncbitaxon	ncbitaxon:11051	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
icd11	icd11:1073586896	Common lymphoid progenitor	skos:exactMatch	cl	cl:0000051	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1942681105	Japanese encephalitis virus	skos:exactMatch	ncbitaxon	ncbitaxon:11072	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:128981240	Plasmodium	skos:exactMatch	ncbitaxon	ncbitaxon:5820	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
nbo	nbo:0000404	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D012026	Reflex, Stretch	semapv:SemanticSimilarityThresholdMatching	logmap	0.88
icd11	icd11:917941069	Problems associated with exposure to air pollution	skos:exactMatch	ecto	ecto:7000001	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
foodon	foodon:02021446	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:399694253	Crab	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:741782362	Blastomyces	skos:exactMatch	ncbitaxon	ncbitaxon:229219	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.92
icd11	icd11:1457276715	Microsporidia	skos:exactMatch	ncbitaxon	ncbitaxon:6029	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1675330399	Paracoccidioides	skos:exactMatch	ncbitaxon	ncbitaxon:38946	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.96
icd11	icd11:1582189314	Phlebovirus	skos:exactMatch	ncbitaxon	ncbitaxon:11584	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
ncbitaxon	ncbitaxon:186538	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:420438854	Ebola virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:673614169	Temperature	skos:exactMatch	pato	pato:0000146	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:2057480360	Brucella abortus	skos:exactMatch	ncbitaxon	ncbitaxon:235	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1639	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:581347778	Listeria monocytogenes	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:69474	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:322809168	Orientia	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:630	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1260836546	Yersinia enterocolitica	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1569381467	Diphyllobothrium	skos:exactMatch	ncbitaxon	ncbitaxon:28844	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:854468725	Thinking	skos:exactMatch	mf	mf:0000013	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:1502	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:789302389	Clostridium perfringens	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
chr	chr:9606-chr21q22.13-q22.2	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:268261	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1008325244	Lacazia loboi	skos:exactMatch	ncbitaxon	ncbitaxon:121752	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:786106375	Acute	skos:exactMatch	pato	pato:0000389	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:5810	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:738999268	Toxoplasmosis	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
pato	pato:0001450	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009373	edema	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	skos:exactMatch	doid	doid:2755	Mycobacterium avium complex disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.63
